Date,Open,High,Low,Close,Volume
2024-02-26,13.440164471449268,13.661759061830614,13.170397982951163,13.180032730102539,18307000
2024-02-27,13.324550658560813,13.661759468332034,13.305282082504792,13.623221397399902,12903300
2024-02-28,13.469068205566858,13.671393307826536,13.391992063641275,13.411261558532715,10548200
2024-02-29,13.642489922613024,13.941160660339024,13.565413781036007,13.748470306396484,15456700
2024-03-01,13.671394348144531,13.738836666576473,13.343821179444328,13.671394348144531,13605200
2024-03-04,13.950794485105003,14.249465222749306,13.844815020170618,14.047140121459961,18566200
2024-03-05,13.941160637601532,14.625212082096951,13.941160637601532,14.471059799194336,19880600
2024-03-06,14.393983018963386,14.654115690537592,14.085678447159971,14.442155838012695,17852700
2024-03-07,14.615577200306,14.731191411419776,14.336175960409356,14.422886848449707,16711400
2024-03-08,14.644480387806496,14.683018457820985,14.36507915049644,14.374713897705078,15490100
2024-03-11,14.326541080481952,14.442155290525417,14.20129212322985,14.374713897705078,14485400
2024-03-12,14.393982974741066,14.4806938649994,14.201292617955929,14.2687349319458,12584200
2024-03-13,14.30727272809229,14.538501151786612,14.29763798073334,14.38434886932373,11962500
2024-03-14,14.210927526969076,14.393983138289864,13.787008737225083,13.892988204956055,14072100
2024-03-15,13.700298160635027,14.162755032795133,13.700298160635027,13.95079517364502,31490400
2024-03-18,13.950795267458204,13.979699511277676,13.719566829823238,13.912257194519043,8196400
2024-03-19,13.82554640367183,13.98933343370318,13.777373585635535,13.960429191589355,9561900
2024-03-20,13.854450144223549,14.567404932408683,13.815912072397868,14.490328788757324,9810900
2024-03-21,14.605942272292946,14.933516325805702,14.596307525114321,14.798632621765137,12163300
2024-03-22,14.875709276947642,14.972054914431823,14.47105998844633,14.480693817138672,8422500
2024-03-25,14.55777054177525,14.760095653527102,14.519232469004427,14.634846687316895,7131100
2024-03-26,14.740826201214482,14.760094777045623,14.442155465861122,14.509597778320312,9889700
2024-03-27,14.625212109412791,15.07803421157995,14.605942614603933,15.068400382995605,11001800
2024-03-28,15.068400242055167,15.280359170049572,15.068400242055167,15.232187271118164,10561000
2024-04-01,15.232187981124286,15.270726053357802,14.923882484436035,14.923882484436035,8025000
2024-04-02,14.769730023542937,14.904613734199899,14.60594298875238,14.702288627624512,9397800
2024-04-03,14.692653431744514,14.894978532147569,14.634845866420749,14.683018684387207,7952200
2024-04-04,14.962420302860991,15.04913119362055,14.461425372323689,14.5288667678833,10365600
2024-04-05,14.442155465861122,14.654115312924148,14.355444577570788,14.509597778320312,11254000
2024-04-08,14.654116070462631,14.943152073431978,14.586674673337162,14.885344505310059,8256100
