Date,Open,High,Low,Close,Volume
2024-02-26,29.70042779173337,30.037474188982703,29.090670977651374,29.220304489135742,4666400
2024-02-27,29.50837841077093,29.75324232633178,29.268316753999557,29.72923469543457,3934600
2024-02-28,29.46036819540664,30.05572010650172,29.38354853489356,29.517982482910156,4139100
2024-02-29,29.767647623561437,30.55504962249548,29.7484422500447,30.14214324951172,6841400
2024-03-01,29.84446563362877,30.55985018955236,29.32593339806429,30.372600555419922,4843600
2024-03-04,30.699085871197536,31.102389552304324,30.47342914557811,30.660676956176758,6365500
2024-03-05,30.46862582771392,32.38431687275708,30.43981960033065,32.264286041259766,9525100
2024-03-06,32.32190287128305,32.63878603168257,31.563307120372414,32.22587966918945,9633300
2024-03-07,32.50434438566353,32.9556614381915,32.23547652273618,32.542755126953125,6199500
2024-03-08,33.02288256257554,33.40698269774234,32.79242541191575,32.955665588378906,7328000
2024-03-11,32.65798527323137,33.23413543139614,32.48514425513702,32.87884521484375,5650000
2024-03-12,32.87884652770495,33.07089292504492,32.4275294352455,32.6675910949707,4079900
2024-03-13,32.77321841925041,33.26294258748882,32.68679607626126,32.936458587646484,3613600
2024-03-14,32.62918169209738,32.849078269361705,31.620923412398845,31.841779708862305,7500200
2024-03-15,31.630522317673037,32.369912654021256,31.630522317673037,32.158660888671875,20052600
2024-03-18,32.197067956752335,32.39872253062199,31.75535539122863,32.34110641479492,3789900
2024-03-19,32.21627571094042,32.66759282733321,32.10104713381582,32.187469482421875,5215100
2024-03-20,31.9474072195444,33.560621921676606,31.908996473529264,33.454994201660156,5320800
2024-03-21,33.60863480409804,34.568881512786554,33.522212453794054,34.290409088134766,4725700
2024-03-22,34.42483999423204,34.74172313831534,33.75267028808594,33.75267028808594,3934500
2024-03-25,33.78148012314355,34.33362272335762,33.76227474905213,33.887107849121094,2446400
2024-03-26,34.20398767092227,34.24720067877837,33.426190160018415,33.435791015625,5140900
2024-03-27,33.56062069227351,34.43444498533072,33.51260909303854,34.396034240722656,4122300
2024-03-28,34.4728554746886,34.90496352765404,34.2664023027617,34.84735107421875,3765300
2024-04-01,34.74172438210843,34.933774446333,34.175178707323624,34.22319030761719,3913500
2024-04-02,33.89670766492752,33.963924640660466,33.27254950982862,33.64704513549805,5173700
2024-04-03,33.647042994178605,34.10796093975021,33.38777596297267,33.53181076049805,11086100
2024-04-04,34.05034361825083,34.21358744533115,32.734806799533324,32.744407653808594,6662100
2024-04-05,32.58116930804719,32.869242572033095,32.4323322486487,32.629180908203125,5621400
2024-04-08,32.850038122709854,33.59423076672065,32.74441040156764,33.55101776123047,8242000
2024-04-09,33.723862788242734,33.810285137021324,33.18132472610798,33.59903335571289,3586100
2024-04-10,32.90765112094808,32.97967034790019,32.06263309501347,32.465938568115234,5238000
2024-04-11,32.57156228581058,32.66758914178939,31.68813718910558,32.235477447509766,4118700
2024-04-12,31.7553538338047,32.14905478168875,31.64972612482728,31.82257080078125,3453900
2024-04-15,32.245081827603634,32.76361219548562,31.371253925634928,31.68813705444336,3850200
2024-04-16,31.448079407025848,31.55370713005355,30.785510503102703,31.12159538269043,6218300
2024-04-17,31.957008488758287,32.360314001044266,31.332850341648403,31.707345962524414,6680400
2024-04-18,31.707342057169164,32.101043002810016,31.356850448745625,31.592113494873047,5066500
2024-04-19,31.707342156853063,32.64838335517142,31.5537028522919,32.6387825012207,7999500
